Date,Location,State,Shape,Time,Summary,Upload Date
9/16/1999,Elgin,TX,Disk,5 minutes,"A ROUND DISK TYPE OBJECT, WHITE(LIGHT) IN COLOR WITH WHITE & ORANGE LIGHTS SURRONDING PERIMETER ABOUT 100 METERS ABOVE AND HOVERING.",10/2/1999
9/14/1999,Bryan,TX,Triangle,10 to 15 sec,"Moving northwest to southeast, silently moving triangle shape. Blocked stars from view as if it were a triangular shadow moving across",10/2/1999
9/11/1999,Brownwood (rural area surrounding),TX,Disk,1 minute,Saw an oval shaped saucer with dark hull covered in lights.,8/28/2002
9/10/1999,Houston,TX,Sphere,30 seconds,Four withe esferic objets over the skies of Houston,8/16/2002
9/7/1999,Austin,TX,Unknown,30 min. +,"Two objects that would normally be assumed to be stars except too low in the sky, changing colors - blue/green to white, to red. appear",9/12/1999
9/7/1999,Witchita Falls/Ft Worth (between),TX,Fireball,2 minutes,an orange light observed going from the N.W to the S.E on 09/07/99 lower tx panhandle,10/2/1999
9/7/1999,Austin,TX,Diamond,45 minutes,"strange and extremely hypnotizing.Bright red,green,white lights in triangle form.Hovered with sporatic movement.",9/12/1999
9/6/1999,Sulphur Springs,TX,Light,1 minute,Bright light passed overhead.,9/12/1999
9/6/1999,Carrollton,TX,Flash,2 minutes,"My boyfriend and I witnessed an intense flash of light yellowish,orange and I thought a plane exploded in midair.",8/5/2000
9/2/1999,Dallas,TX,Unknown,1 minute,Thursday morning (9-02-99) at 03:15 I was awakened by my TriField meter with external coil. Loud alarm for over a minute.,9/12/1999
9/1/1999,Batesville,TX,,,"Circle of ""scorched"" grass, perfectly round, exactly 12ft in diameter from any point, scorched area being two feet deep. Middle of cir",10/2/1999
8/22/1999,Dallas,TX,Circle,15sec,clody day round silver or chrome craft shaped like huge ball 3000 to 5000 ft stops in clouds then moves up out of site with such speed,8/30/1999
8/21/1999,Lake Whitney,TX,Triangle,3 hours,"As My wife and I were delivering Newspapers throughout Rural Bosque County Texas, We observed an unusual set of lights hovering in the",8/30/1999
8/19/1999,Center,TX,Fireball,15 secs,"A bluish white fireball type object, a little larger than a basketball zoomed from the other side of the lake from the trees across the",8/30/1999
8/15/1999,Talco,TX,Light,30 secs,It was the size of a basketball and it hover about 40 ft. in the air without sound and without any beam of light did not light up sky.,7/1/2002
8/15/1999,Plano,TX,Unknown,Unknown,"transported into another place by unknown, possibly alien contact attempting to show me something.",4/30/2004
8/14/1999,Fort Worth,TX,Circle,3min 30sec,I Saw two fuzzy things what I thought were meterorites traveling east to west.One was behind the other going at extreme speed. The othe,8/30/1999
8/14/1999,Fort Worth,TX,Circle,3min 30sec,I saw two object streeking fron east to west at great speed one was behind the other a good distance and they were very fuzzy looking a,11/20/2002
8/12/1999,North South Padre Island,TX,,10 seconds,Saw what I thought at first was falling star then very distinct eradict behavior happened.,11/9/1999
8/7/1999,Pampa,TX,Light,1 minute,Light traveling on a north - south trajectory.,8/10/1999
8/1/1999,The Colony,TX,Sphere,1 hour,I witnessed 15-20 silver spheres dancing around a large white craft in the skies overhead!,8/10/1999
7/27/1999,The Colony/Lewisville Lake (North of Dallas),TX,Oval,30 seconds,Extraordinary Event! Neighborhood witnesses oval light with large luminous contrail pass over houses 400 yds away at 150 ft!,8/10/1999
7/25/1999,Verhalen (between Balmorea & Pecos,TX,Diamond,35 seconds,High speed low altitude pass from east to west at approx. 500 ft high.after passing to the left made 45 degree right turn and vanished.,10/2/1999
7/24/1999,Garland,TX,Changing,15 to 20 seconds,I feel a little silly about this but I was standing on my back patio when what i thought was a plane flew from SW to NE no sound and ch,8/10/1999
7/23/1999,Van Horn,TX,Disk,5 min,I am a truck driver I was traveling west bound on I 10 through the town of van Horn a appox 11:00PM Friday the 23rd. I was listening t,8/10/1999
7/18/1999,Houston,TX,Circle,1 sec,"Bright sphere of light, 30 degrees above western horizon traveling at extreme velocity from SW to W, much too large to be a meteorite",8/10/1999
7/18/1999,Robbins,TX,Circle,15or20min,"On a clear night in Texas,while packing the truck 5 orange balls of light floatedand shot of in many differant ways.",6/21/2000
7/18/1999,San Antonio,TX,Unknown,4 MIN,"3 TIMES FROM 7/18 TO NOW AN ABDUCTION EVENT, BUT NOT A SUCCESS FOR THEM.I AM A RESEARCHER AND HAD TAKEN A ABDUCTEE TO SAN ANTONIO FOR H",8/10/1999
7/15/1999,Houston,TX,Sphere,30 seconds,"Extremely bright spherical object about 40 degrees above the east-northeast horizon, about the size of a dime in the night sky. Extrem",8/10/1999
7/15/1999,Somerville,TX,Other,30:00:00,Bright Globe Circles House,11/26/2003
7/12/1999,Arlington,TX,Unknown,15 minutes,One vehicle stopped and changed directions. The other vehicle approached and they circled each other. Then one left heading south and,7/14/1999
7/9/1999,Spring,TX,Light,10min,"Thought I saw a shooting star but it just kept going. Vary slow and direct, changed direction vary sharpley. Another craft crosed it's",7/14/1999
7/2/1999,Plano,TX,Unknown,35min+,Second time I have seen this Light in the sky same place moves very little red and green lights very high in the sky not a star not a p,8/10/1999
6/30/1999,Port Isabel (South Padre Island-beach),TX,Oval,12 seconds,"Silent, high speed amber oval, high altitude, no beacon lights, no contrail, heading straight west by northwest.",7/14/1999
6/28/1999,Cedar Park,TX,Cylinder,"few seconds,twice","Watching the full moon with binoculars(6/28/99 9:30 cst) I witnessed two objects cross left to right,steady speed,appeared close to the",10/2/1999
6/19/1999,Corpus Christi,TX,Circle,10min,"These five objects were about 300 to 600 feet above the ground, may 1/4 mile from us.These objects were not moving at first, appeared t",7/5/1999
6/18/1999,Galveston,TX,Formation,24 minutes,I went to the beach by myself.I was looking up and saw 5 U.F.O's in a bowling pin formation I looked at my watch and it was exactly 4:3,7/5/1999
6/17/1999,Laguna Vista,TX,Disk,20 MIN.+,GOING OUTSIDE I LOOKED AT A PASSING AIRPLANE AND THEN WAY TO THE RIGHT AND MUCH HIGHER THAN THE PLANE I SAW OVER 20 SAUCER SHAPED OBJEC,7/5/1999
6/15/1999,Farwell,TX,Light,,Texas dirt road,5/15/2006
6/15/1999,Silverton,TX,Cigar,20minutes,"The u.f.o i saw was real, if you don't want to beleive me fine, but i know what i saw.",2/25/2003
6/15/1999,Corpus Christi,TX,Triangle,10 seconds,black plane glides across the sky.,2/18/2001
6/14/1999,Port Aransas,TX,Light,2 min.,bright light moving slow.,7/5/1999
6/13/1999,Medina,TX,Light,1 hour,WHILE AT A CAMP IN THE HILL COUNTRY WITH 85 STUDENTS FROM LAREDO A LIGHT THE SKY APPEARED TWICE IN DIFFERENT NIGHTS WITH WITNESSES AND,7/14/1999
6/9/1999,The Colony,TX,Unknown,30 seconds,"Object with three, bright red lights came out of object with three bright white lights.",6/23/1999
6/5/1999,Medina,TX,Light,20min,"ON JUNE 5,6,7 I WAS ON A LEADERSHIP CAMP WITH ABOUT 85 CHILDREN AT CAMP CORPUS CHRISTI 2 MILES WEST OF MEDINA TX. WHILE SETTING UP LIGH",8/30/1999
6/4/1999,Lake Conroe,TX,Light,4 minutes,"The time is 10:05pm June 4, 1999.&nbsp; The place Lake Conroe, Texas.&nbsp; At approximately 9:42pm we observed a brilliant whit",6/23/1999
6/1/1999,Corpus Christi,TX,Other,10 20seconds,"How did someone know when to come and get me, and where to look?",4/18/2012
5/30/1999,El Paso,TX,Sphere,15Min,"15 minute event, daytime, partly cloudy, 5/30/1999, El Paso, Texas, 1:15P.M.",4/1/2000
5/23/1999,Austin,TX,Light,53 minutes,At 2:00am I observred what I thought was a single satelite moving north to south.Soon I noticed a multitude of these objects following,6/23/1999
5/20/1999,Killeen/Fort Hood,TX,Sphere,30 seconds,"Large round object, maybe a little higher that it was wide. Hovering over Northeast Fort Hood area (Fort Hood Air Field)",11/17/1999
5/20/1999,Fort Hood,TX,Unknown,5 minutes,"4 people, light, ufo, 1000ft., 2-5 miles away",12/20/2000
5/18/1999,San Antonio,TX,Fireball,15 sec.,Witness sees orange fireball w/ long yellow tail streak parallel to horizon.,5/24/1999
5/16/1999,San Antonio,TX,Light,1 hour+,My wife was sitting on the back porch that faces west I went outside and me and 3 other people watched it while I took pictures.,5/24/1999
5/1/1999,Houston,TX,Light,20 seconds,I WILL ONLY LEAVE MY EMAIL ADDRESS - THIS IS REAL!,5/24/1999
4/19/1999,Houston,TX,Unknown,25 minutes,Super Bright Ruby Red Lights Aproxmatly 1000 feet apart and aproxmate altatude of 3500 feet moving 5mph at times stationary totaly sile,4/26/1999
4/16/1999,Dallas/Ft. Worth (Euless),TX,Disk,,My father and i were coming home from one of my friends house when my dad noticed something in the sky.It was a disk like saucer shaped,11/20/2002
4/14/1999,Houston,TX,Chevron,5-10 seconds,I saw a boomarang shaped object. It was gliding across the sky.,6/23/1999
4/6/1999,Austin,TX,Fireball,4 secs.,Green comet looking thing flew across sky.,4/26/1999
4/5/1999,Mineola,TX,Circle,10min,One Hovering craft...Multi-colored lights...Possible USAF persuit!,7/5/1999
4/4/1999,Fort Worth,TX,Circle,10 seconds,"A round bright light, the size of a baseball, with a halo around it, danced around my wall for about 10 seconds, then shot out of my wi",4/26/1999
4/3/1999,Converse,TX,Light,2 minutes,Craft moving at a high rate of speed was quickly changing directions and then vanished.,4/26/1999
3/31/1999,Post (3 mi. west of),TX,Unknown,5 seconds,"5 seconds of wierdness on hwy 380, 3 miles west of Post, TX, in 1999.",8/5/2009
,,,,,,
,,,,,500 Lights On Object0: Yes,
3/22/1999,Dallas/(Irving),TX,Disk,30-45 sec,A huge multi-lighted object hovered stationary over the eastern part of DFW airport.,4/2/1999
3/3/1999,San Antonio,TX,Triangle,15minutes,i was the third witness on the scene.i saw 1 craft only .5 craft were seen by the other witnesses. it started almost directly overhead,4/2/1999
3/2/1999,Dallas,TX,Sphere,60 seconds,While stargazing at The Orion Nebula I heard a noise over my head like aero-braking or something. As I looked up I witnessed a jet bank,4/2/1999
3/1/1999,Eagle Mountain,TX,Light,4 MINUTES,"My husband was standing in our living room when he noticed two objects in the east, he called me to come see. There were two strange cr",4/2/1999
2/25/1999,Western Sky from Pflugerville,TX,Oval,still there,Went to close blinds in bedroom for the evening and noticed bright lights in the sky.,6/23/1999
2/25/1999,Lewisville Lake,TX,Oval,10 minutes,"While observing an aircraft laying a broad contrail in daylight, I saw first a light and then an oval craft hover then move slowly sout",11/2/1999
2/25/1999,Garland,TX,Flash,20 minutes,"I was sitting on the couch and glanced out the window, at first I thought it was a plane, but a few minutes later, it was still there,",8/10/1999
2/24/1999,North Houston,TX,Unknown,seconds,looking for orion in the sky saw a black object zig zag and dissapear.,4/2/1999
2/23/1999,Austin,TX,Chevron,5-7 sec.,"I was outside with my girlfriend looking at the moon with my telescope and something passed within my line of sight,i looked up from th",4/2/1999
2/23/1999,Spur,TX,Triangle,25 mins.,"There was one light to the left of the object that could have been a jet, but it was not making any noise.",11/26/2003
2/23/1999,Huntsville,TX,Light,40 min,"2 lights, 1 large, 1 small, hovered in the sky for over 35 minutes. it never moved once during this time and then all at once it disap",4/2/1999
2/16/1999,Brady (5 mi. north of),TX,Light,3-5 mins,"observed two streaks of orange light, then two stationary balls of light that lasted about three minutes. also a lot of aircraft lights",8/5/2001
2/15/1999,Austin,TX,Unknown,unknown,From SW Austin btween Austin / San Marcos stationary object in sky 1 mile up w/ lights.,1/17/2004
2/14/1999,Lewisville Lake (SE) (North of Dallas),TX,Light,30 minutes,Saw two luminous lights changing color from white to redish to blue as they got larger and brighter then dimming to white - one ascendi,4/2/1999
2/2/1999,Arlington,TX,Fireball,FEW SECONDS,"WITNESSED A SECOND 'FIREBALL' IN THE NIGHT SKY, SAME TIME AND PLACE AS EXACTLY TWO WEEKS AGO FROM THIS DATE...",2/16/1999
1/26/1999,Humble,TX,Formation,4-5 min.,"Around 8:00pm EST, I went outside my home and saw what I thought was a satalite, but noticed several lights (approximately 8-10) parall",4/2/1999
1/18/1999,Arlington,TX,Fireball,,"WITNESSED WHAT APPEARED TO A GREEN BALL OF LIGHT, FROM TRUCK. BALL SEEMED TO BE APPROX. 1/3 THE SIZE OF MOON...",2/16/1999
1/15/1999,Beaumont,TX,Unknown,15mins,Huge smoke trail in upper atmosphere. Cought on film.,10/2/1999
1/12/1999,Dallas,TX,Circle,30sec-1min,"it appears as a red/orange dot, it was about 12:00p.m. big as the independence day movie ship.",12/7/2006
1/10/1999,Corpus Christi,TX,Fireball,3 seconds,"It was going straight toward the ground, it appeared to be glittery like tin foil and appeared to be about the size of a basketball,nor",2/16/1999
1/10/1999,Dallas (North of DFW),TX,Light,15 minutes,Saw long tail reflecting the setting sun begin to zigzag explosively moving from NW to SE then a bright light appeared in front of the,2/16/1999
1/9/1999,Spring Branch,TX,Fireball,3 sec,Green Fire ball from E. to W. Most likely a meteorite with some copper in it's composition.,2/16/1999
1/6/1999,North Dallas,TX,Circle,5 seconds,I was returning from an emergency call on US75 when I observed a green ball of light travel across the sky (ten o'clock to four o'clock,2/16/1999
1/6/1999,Dallas,TX,Fireball,30seconds,green fieball shoots across sky.,2/16/1999
1/4/1999,Longview,TX,Circle,2-3 hrs,"Saw two ""hovering"" objects in the sky that had different colored lights on them.",2/16/1999
12/28/1998,Weatherford,TX,Light,15 min.,Our dog was barking so I went to investigate. While watching the dogs outside I noticed a very bright light that seemed to be coming to,2/16/1999
12/22/1998,Missouri City,TX,Formation,on going,The back yard at 11:30 Pm was lit up like daylight...my dog was spooked...got several pictures..enclosed is best one...,2/16/1999
12/19/1998,Magnolia,TX,Light,50 minutes,"I am located about 35 miles slightly northwest of downtown Houston, TX and about 12 miles directly east of Magnolia, TX. I observed tw",2/16/1999
12/16/1998,Conroe,TX,Light,7 seconds,Fast point of light (no tail) decending rapidly towards the earth at a down angle of ~45 degrees of 45 degrees,1/28/1999
12/16/1998,Lubbock,TX,Chevron,3 minutes,"Object southbound, displaying three white lights, slowed, hovered, quickly accelerated and made a low, banking turn to the east and the",1/28/1999
12/15/1998,Grand Prairie,TX,Disk,20,"If anyone is really listening, or cares, we are NOT ALONE!",2/18/2001
