FID,Key,SurveyID,Country,Ecoregion,Realm,SiteCode,Site,SiteLat,SiteLong,SurveyDate,Depth,Phylum,Class,Family,Taxon,Block,Total,Diver,geom
M1_DATA.26666,26666,912343246,Australia,Coral Sea,Central Indo-Pacific,CS99,Lihou Ribbon Cay,-17.1149,151.8406,2013-06-15T00:00:00,6,Chordata,Elasmobranchii,Carcharhinidae,Carcharhinus amblyrhynchos,1,1,GJE,POINT (151.84062 -17.11488)
M1_DATA.7933,7933,2000976,Australia,Tweed-Moreton,Temperate Australasia,SI16,Eastern Bay Sth Solitary,-30.2045,153.2678,2009-08-23T00:00:00,12.5,Chordata,Elasmobranchii,Orectolobidae,Orectolobus maculatus,1,1,RSS,POINT (153.26781 -30.20451)
M1_DATA.8045,8045,2002702,Australia,Cape Howe,Temperate Australasia,JBMP-S17,Murrays Reef,-35.1239,150.7523,2011-04-16T00:00:00,4.1,Chordata,Elasmobranchii,Urolophidae,Urolophus kapalensis,1,1,WCB,POINT (150.7523499 -35.1239319)
M1_DATA.8381,8381,6002310,Australia,Leeuwin,Temperate Australasia,RI12,West End  Rottnest,-32.0307,115.4411,2009-02-15T00:00:00,17,Chordata,Elasmobranchii,Odontaspididae,Carcharias taurus,1,1,TRD,POINT (115.4411 -32.03073)
M1_DATA.8414,8414,912342970,Australia,Manning-Hawkesbury,Temperate Australasia,PS4,Governers Wharf (Fingal Island),-32.7406,152.1949,2013-02-15T00:00:00,5,Chordata,Elasmobranchii,Myliobatidae,Myliobatis australis,1,1,NAD,POINT (152.19493 -32.74057)
M1_DATA.8496,8496,2001415,Australia,Cape Howe,Temperate Australasia,NSW1,Green Cape SE,-37.2633,150.0478,2008-12-08T00:00:00,13,Chordata,Elasmobranchii,Orectolobidae,Orectolobus halei,2,1,RSS,POINT (150.0478 -37.26334)
M1_DATA.8641,8641,912344608,Australia,Cape Howe,Temperate Australasia,BR10,Nth East Beware Reef (Ridge Park),-37.8181,148.7848,2014-11-20T00:00:00,15,Chordata,Elasmobranchii,Scyliorhinidae,Cephaloscyllium laticeps,2,1,DTL,POINT (148.784786 -37.818109)
M1_DATA.8891,8891,912344170,Australia,Exmouth to Broome,Central Indo-Pacific,NWS50,Imperieuse SE lagoon,-17.6101,118.97,2013-09-21T00:00:00,1.5,Chordata,Elasmobranchii,Ginglymostomatidae,Nebrius ferrugineus,1,1,GJE,POINT (118.97 -17.6101)
M1_DATA.21912,21912,912342608,Australia,Bassian,Temperate Australasia,PD-S21,Muttonbird Island South,-43.4218,145.9696,2013-02-16T00:00:00,10.1,Chordata,Elasmobranchii,Scyliorhinidae,Cephaloscyllium laticeps,1,1,GJE,POINT (145.969619751 -43.421768188)
M1_DATA.21928,21928,912343260,Australia,Coral Sea,Central Indo-Pacific,CS106,Central Diamond Islet Bald Bommie,-17.4524,150.9528,2013-06-17T00:00:00,7,Chordata,Elasmobranchii,Carcharhinidae,Triaenodon obesus,0,1,RJE,POINT (150.95282 -17.45238)
M1_DATA.21979,21979,2001900,Australia,Manning-Hawkesbury,Temperate Australasia,NSW26,No. 1 Beach Point,-32.4292,152.5266,2010-05-08T00:00:00,6.8,Chordata,Elasmobranchii,Orectolobidae,Orectolobus halei,2,1,SJF,POINT (152.526583 -32.42925)
M1_DATA.22017,22017,2001340,Australia,Manning-Hawkesbury,Temperate Australasia,PS17,Fly Point Nelson Bay,-32.7145,152.1518,2009-10-05T00:00:00,8,Chordata,Elasmobranchii,Orectolobidae,Orectolobus halei,2,1,TRD,POINT (152.15183 -32.714463)
M1_DATA.22099,22099,912345002,Australia,Bassian,Temperate Australasia,PPH-S4,Sth Channel Fort,-38.3069,144.801,2015-03-25T00:00:00,6,Chordata,Elasmobranchii,Urolophidae,Trygonoptera mucosa,2,1,AJW,POINT (144.8010236 -38.30691797)
M1_DATA.22162,22162,6002206,Australia,Leeuwin,Temperate Australasia,RI23,Roe Reef,-31.9743,115.5376,2009-11-22T00:00:00,10.5,Chordata,Elasmobranchii,Heterodontidae,Heterodontus portusjacksoni,2,1,PBD,POINT (115.53757 -31.97427)
M1_DATA.22388,22388,1003747,United States,Southern California Bight,Temperate Northern Pacific,USWC2,Scorpion Anchorage  Sta Cruz CA,34.048,-119.5514,2010-08-16T00:00:00,5.1,Chordata,Elasmobranchii,Myliobatidae,Myliobatis californica,2,1,GJE,POINT (-119.5514 34.04798)
M1_DATA.22466,22466,4000772,Australia,Central and Southern Great Barrier Reef,Central Indo-Pacific,QLD12,Creek Rocks,-23.1664,150.9517,2010-07-12T00:00:00,2.1,Chordata,Elasmobranchii,Dasyatidae,Taeniura lymma,1,1,TRD,POINT (150.95166 -23.16641)
M1_DATA.22494,22494,2002401,Australia,Manning-Hawkesbury,Temperate Australasia,PS16,Seahorse gardens,-32.7152,152.1504,2010-12-25T00:00:00,10,Chordata,Elasmobranchii,Urolophidae,Trygonoptera testacea,2,1,NAD,POINT (152.15036 -32.71515)
M1_DATA.22506,22506,689003040,French Polynesia,Tuamotus,Eastern Indo-Pacific,FP16,Toau Bommie,-15.9408,-145.9148,2009-06-15T00:00:00,2.5,Chordata,Elasmobranchii,Carcharhinidae,Carcharhinus melanopterus,1,6,NAW,POINT (-145.91479 -15.9408)
M1_DATA.22666,22666,912343074,Australia,Manning-Hawkesbury,Temperate Australasia,PS26,Fishermans bay west,-32.7901,152.0925,2013-05-16T00:00:00,5,Chordata,Elasmobranchii,Heterodontidae,Heterodontus galeatus,2,1,TRD,POINT (152.09246 -32.7901)
M1_DATA.22673,22673,912342981,Australia,Manning-Hawkesbury,Temperate Australasia,PS18,Tomaree Head Tubes,-32.7116,152.1848,2013-04-19T00:00:00,9,Chordata,Elasmobranchii,Orectolobidae,Orectolobus ornatus,1,1,RSS,POINT (152.18483 -32.71161)
M1_DATA.36906,36906,507003884,Panama,Nicoya,Tropical Eastern Pacific,ETP94,Logan Rock,7.3307,-81.7242,2011-06-05T00:00:00,6,Chordata,Elasmobranchii,Carcharhinidae,Triaenodon obesus,1,1,AB,POINT (-81.724183 7.33073)
M1_DATA.1970,1970,7000477,Australia,Bassian,Temperate Australasia,DE35,Flowerpot Point,-43.191,147.2545,2009-12-07T00:00:00,2.5,Chordata,Elasmobranchii,Scyliorhinidae,Cephaloscyllium laticeps,1,1,MJC,POINT (147.254505 -43.190985)
M1_DATA.2003,2003,8000653,Australia,Bonaparte Coast,Central Indo-Pacific,NT12,The Grottos,-12.4073,130.7922,2009-08-02T00:00:00,9,Chordata,Elasmobranchii,Hemiscylliidae,Hemiscyllium trispeculare,1,1,KDS,POINT (130.7922 -12.4073)
M1_DATA.2203,2203,2001943,Australia,Manning-Hawkesbury,Temperate Australasia,PS13,Pipeline,-32.718,152.1413,2010-04-04T00:00:00,8,Chordata,Elasmobranchii,Brachaeluridae,Brachaelurus waddi,2,2,TRD,POINT (152.14133 -32.71802)
M1_DATA.2736,2736,2000988,Australia,Tweed-Moreton,Temperate Australasia,SI17,Cleaner Station,-30.2019,153.2676,2009-08-23T00:00:00,8,Chordata,Elasmobranchii,Orectolobidae,Orectolobus halei,2,1,RSS,POINT (153.2676 -30.2019)
M1_DATA.2860,2860,912342454,Australia,Lord Howe and Norfolk Islands,Central Indo-Pacific,EMR26,Elizabeth Anchorage South,-29.9268,159.0442,2013-01-18T00:00:00,6,Chordata,Elasmobranchii,Carcharhinidae,Carcharhinus galapagensis,1,2,RSS,POINT (159.04417 -29.92682)
M1_DATA.18985,18985,506003805,Costa Rica,Cocos Islands,Tropical Eastern Pacific,ETP15,Isla Manuelita,5.5619,-87.0469,2011-04-22T00:00:00,7,Chordata,Elasmobranchii,Carcharhinidae,Triaenodon obesus,2,1,NAW,POINT (-87.04693 5.56187)
M1_DATA.19004,19004,2001165,Australia,Manning-Hawkesbury,Temperate Australasia,SYD20,Bare Island,-33.9914,151.2308,2009-07-31T00:00:00,3,Chordata,Elasmobranchii,Heterodontidae,Heterodontus portusjacksoni,2,1,TRD,POINT (151.23078 -33.99142)
M1_DATA.19017,19017,10000035,Australia,Leeuwin,Temperate Australasia,RI20,Swirl Reef  Rottnest,-31.9998,115.4685,2012-05-27T00:00:00,11,Chordata,Elasmobranchii,Heterodontidae,Heterodontus portusjacksoni,1,1,WRH,POINT (115.46846 -31.99976)
M1_DATA.19372,19372,912343328,Australia,Coral Sea,Central Indo-Pacific,CS141,Magdelaine Reef Cruise Ship,-16.521,150.2771,2013-07-04T00:00:00,10,Chordata,Elasmobranchii,Carcharhinidae,Carcharhinus amblyrhynchos,0,1,RJE,POINT (150.27712 -16.52097)
M1_DATA.19396,19396,912343437,Australia,Cape Howe,Temperate Australasia,JBMP-S17,Murrays Reef,-35.1239,150.7523,2013-04-05T00:00:00,5.1,Chordata,Elasmobranchii,Rhinobatidae,Trygonorrhina fasciata,1,1,CL,POINT (150.7523499 -35.1239319)
M1_DATA.19620,19620,2002417,Australia,Cape Howe,Temperate Australasia,BMP-S10,Shark Gutter NE Tollgates,-35.7501,150.262,2011-01-16T00:00:00,10,Chordata,Elasmobranchii,Urolophidae,Urolophus kapalensis,1,2,AJG,POINT (150.26204 -35.75012)
M1_DATA.19633,19633,912345544,Australia,Manning-Hawkesbury,Temperate Australasia,SYD50,Shelly Beach,-33.8005,151.2953,2015-01-18T00:00:00,4,Chordata,Elasmobranchii,Orectolobidae,Orectolobus maculatus,2,1,JT,POINT (151.29531 -33.800465)
M1_DATA.19642,19642,6002268,Australia,Houtman,Temperate Australasia,JMP-S36,Inshore Boullanger Island,-30.3461,115.0376,2009-12-01T00:00:00,4,Chordata,Elasmobranchii,Urolophidae,Trygonoptera ovalis,2,1,ATC,POINT (115.03757 -30.3461)
M1_DATA.19724,19724,593003384,Ecuador,Western Galapagos Islands,Tropical Eastern Pacific,ETP225,Punta Priscila (2),-0.37,-91.3799,2008-04-17T00:00:00,15,Chordata,Elasmobranchii,Dasyatidae,Dasyatis brevis,2,1,RP,POINT (-91.3799 -0.36996)
M1_DATA.19725,19725,2002819,Australia,Cape Howe,Temperate Australasia,BMP32,Whale Bay,-35.8329,150.2213,2011-07-18T00:00:00,8.1,Chordata,Elasmobranchii,Heterodontidae,Heterodontus portusjacksoni,1,3,AJG,POINT (150.22128 -35.83289)
M1_DATA.19774,19774,912342509,Australia,Manning-Hawkesbury,Temperate Australasia,PS20,Halifax Park,-32.7098,152.1592,2013-01-04T00:00:00,8.5,Chordata,Elasmobranchii,Brachaeluridae,Brachaelurus waddi,1,1,TRD,POINT (152.15925 -32.70976)
M1_DATA.19813,19813,912343402,Australia,Bassian,Temperate Australasia,PPB41,Portsea Bay Reef,-38.3174,144.7102,2013-05-09T00:00:00,2,Chordata,Elasmobranchii,Urolophidae,Urolophus gigas,1,1,DTL,POINT (144.71023 -38.31745)
M1_DATA.19850,19850,2002794,Australia,Manning-Hawkesbury,Temperate Australasia,PS38,Lighthouse Bay,-32.745,152.2036,2011-06-26T00:00:00,7,Chordata,Elasmobranchii,Orectolobidae,Orectolobus ornatus,1,1,NAD,POINT (152.20364 -32.74499)
M1_DATA.34923,34923,2001280,Australia,Manning-Hawkesbury,Temperate Australasia,PS7,Little Beach West,-32.7133,152.1571,2009-09-09T00:00:00,6,Chordata,Elasmobranchii,Brachaeluridae,Brachaelurus waddi,2,2,TRD,POINT (152.15713 -32.713325)
M1_DATA.35243,35243,912340491,Australia,Lord Howe and Norfolk Islands,Central Indo-Pacific,LHI18,Keyhole North,-31.4975,159.0677,2012-02-24T00:00:00,13,Chordata,Elasmobranchii,Carcharhinidae,Carcharhinus galapagensis,1,1,CTH,POINT (159.06767 -31.49747)
M1_DATA.96,96,2001522,Australia,Cape Howe,Temperate Australasia,JBMP-S26,Outer Tubes,-35.0877,150.799,2010-03-29T00:00:00,5.2,Chordata,Elasmobranchii,Orectolobidae,Orectolobus halei,1,2,WCB,POINT (150.79903 -35.08773)
M1_DATA.169,169,912345681,Australia,Bassian,Temperate Australasia,PPH-S12,Annulus (Popes Eye),-38.2767,144.6976,2015-12-04T00:00:00,7,Chordata,Elasmobranchii,Urolophidae,Trygonoptera mucosa,1,1,DTL,POINT (144.6976173 -38.27670215)
M1_DATA.398,398,7000422,Australia,Bassian,Temperate Australasia,DE17,RosnyPoint,-42.876,147.3558,2009-12-09T00:00:00,3.5,Chordata,Elasmobranchii,Scyliorhinidae,Cephaloscyllium laticeps,1,1,AEF,POINT (147.3558 -42.87595)
M1_DATA.412,412,2001320,Australia,Cape Howe,Temperate Australasia,JBMP42,Crack Rock,-35.1138,150.7714,2009-08-28T00:00:00,13.5,Chordata,Elasmobranchii,Heterodontidae,Heterodontus portusjacksoni,1,2,STN,POINT (150.77139 -35.11379)
M1_DATA.672,672,3002555,Australia,Cape Howe,Temperate Australasia,CHMP-S6,Howe West,-37.5099,149.9735,2011-02-04T00:00:00,7.3,Chordata,Elasmobranchii,Urolophidae,Urolophus spp.,2,1,AJW,POINT (149.9735 -37.50987)
M1_DATA.683,683,6002011,Australia,Leeuwin,Temperate Australasia,RI3,Eagle Bay,-32.018,115.4523,2009-07-25T00:00:00,4.4,Chordata,Elasmobranchii,Parascylliidae,Parascyllium variolatum,1,1,DTL,POINT (115.4523 -32.01805)
M1_DATA.16030,16030,3000038,Australia,Cape Howe,Temperate Australasia,BR3,Auckland,-37.819,148.7835,2008-05-14T00:00:00,12,Chordata,Elasmobranchii,Scyliorhinidae,Cephaloscyllium laticeps,2,1,DTL,POINT (148.78351 -37.81905)
M1_DATA.16051,16051,912340353,Australia,Manning-Hawkesbury,Temperate Australasia,PS7,Little Beach West,-32.7133,152.1571,2012-08-24T00:00:00,11,Chordata,Elasmobranchii,Hypnidae,Hypnos monopterygius,2,1,NAD,POINT (152.15713 -32.713325)
M1_DATA.16394,16394,912342637,Australia,Bassian,Temperate Australasia,PD-S23,"Inner Saddle Bight Middle Reef, 10m",-43.3025,145.9028,2013-02-19T00:00:00,10.2,Chordata,Elasmobranchii,Scyliorhinidae,Cephaloscyllium laticeps,2,2,CJM,POINT (145.90284729 -43.302520752)
M1_DATA.16588,16588,912345898,Australia,Torres Strait Northern Great Barrier Reef,Central Indo-Pacific,QLD108,Maze Lagoon Bommy,-10.0574,143.8383,2015-12-06T00:00:00,7,Chordata,Elasmobranchii,Carcharhinidae,Carcharhinus amblyrhynchos,1,2,GJE,POINT (143.83832 -10.05737)
M1_DATA.16595,16595,912340256,Australia,Manning-Hawkesbury,Temperate Australasia,PS20,Halifax Park,-32.7098,152.1592,2011-10-03T00:00:00,8.5,Chordata,Elasmobranchii,Brachaeluridae,Brachaelurus waddi,1,1,TRD,POINT (152.15925 -32.70976)
M1_DATA.16626,16626,912340154,Australia,Cape Howe,Temperate Australasia,BMP-S18,Yellow Rock,-35.7281,150.2645,2011-11-28T00:00:00,10.2,Chordata,Elasmobranchii,Urolophidae,Trygonoptera imitata,1,1,AJG,POINT (150.26449 -35.72811)
M1_DATA.16704,16704,2001614,Australia,Lord Howe and Norfolk Islands,Central Indo-Pacific,LHI13,Little Island,-31.5708,159.0682,2010-02-08T00:00:00,8,Chordata,Elasmobranchii,Carcharhinidae,Carcharhinus galapagensis,2,1,GJE,POINT (159.06824 -31.57082)
M1_DATA.16859,16859,2002683,Australia,Cape Howe,Temperate Australasia,JBMP51,The Gap,-35.1204,150.7636,2011-04-17T00:00:00,3.1,Chordata,Elasmobranchii,Dasyatidae,Dasyatis brevicaudata,1,1,NAD,POINT (150.76357 -35.12037)
M1_DATA.31960,31960,506002973,Costa Rica,Cocos Islands,Tropical Eastern Pacific,ETP25,Dos Amigos,5.5086,-87.1012,2011-04-27T00:00:00,21,Chordata,Elasmobranchii,Carcharhinidae,Triaenodon obesus,1,5,NAW,POINT (-87.10121 5.50856)
M1_DATA.31978,31978,2001585,Australia,Cape Howe,Temperate Australasia,JBMP22,Dent Rock,-35.0717,150.6901,2009-09-14T00:00:00,4,Chordata,Elasmobranchii,Heterodontidae,Heterodontus portusjacksoni,2,2,AJG,POINT (150.690066 -35.071723)
M1_DATA.32226,32226,912344813,Nicaragua,Chiapas-Nicaragua,Tropical Eastern Pacific,NIC19,La Paloma Oeste,11.1903,-85.8394,2015-03-31T00:00:00,12,Chordata,Elasmobranchii,Urolophidae,Urobatis halleri,2,3,GER,POINT (-85.839369 11.19034)
M1_DATA.32434,32434,912345997,Australia,Bonaparte Coast,Central Indo-Pacific,OS6,Moss Shoal West,-11.1341,129.9125,2015-10-11T00:00:00,13.5,Chordata,Elasmobranchii,Carcharhinidae,Triaenodon obesus,1,1,JPS,POINT (129.91252 -11.13407)
M1_DATA.32503,32503,912343974,Australia,Lord Howe and Norfolk Islands,Central Indo-Pacific,LHI5,Comets Hole,-31.5391,159.0654,2014-02-24T00:00:00,2.4,Chordata,Elasmobranchii,Carcharhinidae,Carcharhinus galapagensis,1,1,AJG,POINT (159.06543 -31.53908)
M1_DATA.32534,32534,3002617,Australia,Cape Howe,Temperate Australasia,CHMP-S9,Gabo Harbour,-37.5556,149.9076,2011-02-01T00:00:00,9,Chordata,Elasmobranchii,Heterodontidae,Heterodontus portusjacksoni,2,1,AJW,POINT (149.90763 -37.55564)
M1_DATA.32609,32609,912340516,Australia,Lord Howe and Norfolk Islands,Central Indo-Pacific,LHI14,Algal Hole North,-31.5624,159.0684,2012-02-27T00:00:00,7,Chordata,Elasmobranchii,Carcharhinidae,Carcharhinus galapagensis,2,1,TPC,POINT (159.06843 -31.56235)
M1_DATA.2948,2948,912344241,Australia,Exmouth to Broome,Central Indo-Pacific,NWS87,Clerke Anchorage Dropoff 2.2,-17.288,119.3775,2013-10-01T00:00:00,5,Chordata,Elasmobranchii,Carcharhinidae,Triaenodon obesus,2,1,RJE,POINT (119.3775 -17.288)
M1_DATA.2974,2974,912344543,Republic of the Marshall Islands,Marshall Islands,Eastern Indo-Pacific,RT2,Rongalap Airport,11.1551,166.8901,2014-07-18T00:00:00,10,Chordata,Elasmobranchii,Carcharhinidae,Carcharhinus amblyrhynchos,1,2,ATC,POINT (166.89014 11.1551)
M1_DATA.3042,3042,593003443,Ecuador,Eastern Galapagos Islands,Tropical Eastern Pacific,ETP214,Punta Luz de Día Oeste,-1.2296,-90.4682,2008-04-28T00:00:00,15,Chordata,Elasmobranchii,Dasyatidae,Taeniura meyeni,1,1,RP,POINT (-90.46817 -1.22964)
M1_DATA.3224,3224,912343398,Australia,Manning-Hawkesbury,Temperate Australasia,NSW13,Terrigal Haven,-33.4465,151.4497,2012-10-06T00:00:00,8.5,Chordata,Elasmobranchii,Heterodontidae,Heterodontus portusjacksoni,1,2,MS,POINT (151.44971 -33.4465)
M1_DATA.3252,3252,2002802,Australia,Cape Howe,Temperate Australasia,BMP22,Montague Is NW shallow bay,-36.2448,150.2245,2011-05-20T00:00:00,12.1,Chordata,Elasmobranchii,Dasyatidae,Dasyatis brevicaudata,2,1,AJG,POINT (150.22451 -36.24482)
M1_DATA.3519,3519,912345868,Australia,Torres Strait Northern Great Barrier Reef,Central Indo-Pacific,CS213,Ashmore Reef NE passage,-10.1528,144.5772,2015-12-01T00:00:00,6,Chordata,Elasmobranchii,Carcharhinidae,Carcharhinus amblyrhynchos,1,1,GJE,POINT (144.57715 -10.15276)
M1_DATA.3522,3522,593003399,Ecuador,Western Galapagos Islands,Tropical Eastern Pacific,ETP209,Punta Espinosa Sur (1),-0.272,-91.435,2008-04-19T00:00:00,6,Chordata,Elasmobranchii,Heterodontidae,Heterodontus quoyi,2,1,SEB,POINT (-91.435 -0.27205)
M1_DATA.3530,3530,2001462,Australia,Cape Howe,Temperate Australasia,JBMP-S1,Captains Pt,-35.121,150.7079,2010-03-27T00:00:00,5.2,Chordata,Elasmobranchii,Rhinobatidae,Trygonorrhina fasciata,1,2,ATC,POINT (150.7078857 -35.12096787)
M1_DATA.20059,20059,2001035,Australia,Manning-Hawkesbury,Temperate Australasia,NSW21,BAIT REEF BLACKSMITHS BEACH,-33.0802,151.6618,2009-12-19T00:00:00,12.1,Chordata,Elasmobranchii,Urolophidae,Trygonoptera testacea,2,2,AS,POINT (151.66184 -33.08017)
M1_DATA.20153,20153,912341813,Chile,Easter Island,Eastern Indo-Pacific,EI1,South Bay East,-26.4743,-105.3641,2012-03-25T00:00:00,13,Chordata,Elasmobranchii,Carcharhinidae,Carcharhinus amblyrhynchos,1,1,GJE,POINT (-105.36414 -26.47427)
M1_DATA.20313,20313,2001107,Australia,Cape Howe,Temperate Australasia,BMP2,Potato Point - Bills Bommie,-36.0928,150.1393,2009-12-29T00:00:00,6,Chordata,Elasmobranchii,Urolophidae,Trygonoptera testacea,1,1,WCB,POINT (150.13934 -36.09276)
M1_DATA.20770,20770,2000892,Australia,Tweed-Moreton,Temperate Australasia,SI11,Cable Trail,-30.2077,153.2665,2009-08-21T00:00:00,11,Chordata,Elasmobranchii,Orectolobidae,Orectolobus maculatus,1,1,MS,POINT (153.26654 -30.20774)
M1_DATA.20857,20857,2002381,Australia,Manning-Hawkesbury,Temperate Australasia,PS20,Halifax Park,-32.7098,152.1592,2010-10-24T00:00:00,14.6,Chordata,Elasmobranchii,Urolophidae,Trygonoptera testacea,2,2,AS,POINT (152.15925 -32.70976)
M1_DATA.36180,36180,912344365,Australia,Exmouth to Broome,Central Indo-Pacific,NWS152,Barrow south shelf,-20.951,115.4629,2013-10-28T00:00:00,2,Chordata,Elasmobranchii,Carcharhinidae,Triaenodon obesus,1,1,GJE,POINT (115.4629 -20.951)
M1_DATA.36193,36193,912345449,Australia,Coral Sea,Central Indo-Pacific,CS179,Osprey south bommie,-13.9756,146.6755,2015-07-22T00:00:00,13,Chordata,Elasmobranchii,Carcharhinidae,Carcharhinus amblyrhynchos,2,1,GJE,POINT (146.67549 -13.97563)
M1_DATA.36267,36267,3000198,Australia,Bassian,Temperate Australasia,PPH-S12,Annulus (Popes Eye),-38.2767,144.6976,2009-12-04T00:00:00,4,Chordata,Elasmobranchii,Urolophidae,Urolophus gigas,1,1,RSS,POINT (144.6976173 -38.27670215)
M1_DATA.36384,36384,2001483,Australia,Cape Howe,Temperate Australasia,JBMP-S14,GREEN POINT (GREEN ISLAND),-35.0162,150.7649,2010-03-29T00:00:00,5.2,Chordata,Elasmobranchii,Heterodontidae,Heterodontus galeatus,1,1,SLG,POINT (150.7648621 -35.01620102)
M1_DATA.36416,36416,912346005,Indonesia,Banda Sea,Central Indo-Pacific,AH3,Laha Muck,-3.71,128.102,2015-09-15T00:00:00,4,Chordata,Elasmobranchii,Dasyatidae,Neotrygon kuhlii,1,1,TPC,POINT (128.10204 -3.71001)
M1_DATA.36440,36440,912340234,Australia,Manning-Hawkesbury,Temperate Australasia,PS8,Fingal Island South,-32.7493,152.1849,2011-11-19T00:00:00,6,Chordata,Elasmobranchii,Heterodontidae,Heterodontus portusjacksoni,1,6,TRD,POINT (152.18487 -32.74928)
M1_DATA.36541,36541,593003439,Ecuador,Eastern Galapagos Islands,Tropical Eastern Pacific,ETP156,Corona del Diablo Norte,-1.2158,-90.4229,2008-04-28T00:00:00,10,Chordata,Elasmobranchii,Carcharhinidae,Triaenodon obesus,1,3,RP,POINT (-90.42287 -1.21579)
M1_DATA.13125,13125,912340233,Australia,Manning-Hawkesbury,Temperate Australasia,PS20,Halifax Park,-32.7098,152.1592,2009-05-08T00:00:00,8,Chordata,Elasmobranchii,Urolophidae,Trygonoptera testacea,1,1,TRD,POINT (152.15925 -32.70976)
M1_DATA.13274,13274,593003484,Ecuador,Eastern Galapagos Islands,Tropical Eastern Pacific,ETP174,Islote Espejo,0.3094,-90.4031,2008-05-13T00:00:00,6,Chordata,Elasmobranchii,Carcharhinidae,Triaenodon obesus,1,1,SEB,POINT (-90.40312 0.30936)
M1_DATA.13394,13394,2001167,Australia,Manning-Hawkesbury,Temperate Australasia,CG3,SW flats (66B),-31.6831,152.9058,2009-05-14T00:00:00,27,Chordata,Elasmobranchii,Orectolobidae,Orectolobus maculatus,1,1,RSS,POINT (152.90585 -31.68309)
M1_DATA.13640,13640,912345512,Australia,Torres Strait Northern Great Barrier Reef,Central Indo-Pacific,CS200,Ashmore Reef NW slope,-10.1156,144.4578,2015-08-04T00:00:00,12,Chordata,Elasmobranchii,Carcharhinidae,Carcharhinus amblyrhynchos,2,1,GJE,POINT (144.45777 -10.11558)
M1_DATA.13848,13848,3002547,Australia,Cape Howe,Temperate Australasia,CHMP-S4,Gabo NE Gulch,-37.5532,149.912,2011-02-03T00:00:00,7.1,Chordata,Elasmobranchii,Scyliorhinidae,Cephaloscyllium laticeps,2,1,AEF,POINT (149.912 -37.5532)
M1_DATA.13854,13854,912345440,Australia,Coral Sea,Central Indo-Pacific,CS178,Osprey South reef flat,-13.9938,146.6907,2015-07-21T00:00:00,2,Chordata,Elasmobranchii,Carcharhinidae,Triaenodon obesus,1,1,GJE,POINT (146.69067 -13.99381)
M1_DATA.13859,13859,912344425,Australia,Leeuwin,Temperate Australasia,RI16,Jackson Rocks,-32.0257,115.584,2014-05-19T00:00:00,8.3,Chordata,Elasmobranchii,Urolophidae,Trygonoptera ovalis,2,1,KRS,POINT (115.58404 -32.02567)
M1_DATA.29936,29936,912344220,Australia,Exmouth to Broome,Central Indo-Pacific,NWS76,Mermaid central bommie,-17.1147,119.6347,2013-09-28T00:00:00,8,Chordata,Elasmobranchii,Carcharhinidae,Carcharhinus amblyrhynchos,1,1,GJE,POINT (119.63474 -17.11469)
M1_DATA.30079,30079,2001382,Australia,Cape Howe,Temperate Australasia,BMP-S10,Shark Gutter NE Tollgates,-35.7501,150.262,2008-12-06T00:00:00,9.5,Chordata,Elasmobranchii,Heterodontidae,Heterodontus portusjacksoni,1,5,ATC,POINT (150.26204 -35.75012)
